"sim.id","model","name","LH","aicc","delta.aicc","w","tau0","gamma","lamb0","mu0","alpha","beta","eps"
"4065-30k","1","Equilibrium constant rate",3210.23127619876,-6418.46071669307,2114.55301500945,0,0.0398,NA,NA,NA,NA,NA,NA
"4065-30k","2","Equilibrium variable rate",3986.32233406515,-7968.63915848843,564.37457321409,0,0.0125,0.0347,NA,NA,NA,NA,NA
"4065-30k","3","Birth-death constant rates (coalescent approx)",3872.89151409043,-7741.77751853899,791.236213163536,0,NA,NA,0.0224,9.64e-10,NA,NA,NA
"4065-30k","4a","Birth-death varying speciation constant extinction (coalescent approx)",4189.31797340563,-8372.62492246584,160.388809236683,0,NA,NA,0.0223,0.0223,0.0129,NA,NA
"4065-30k","4b","Birth-death constant speciation varying extinction (coalescent approx)",3872.89149851445,-7739.77197268347,793.241759019051,0,NA,NA,0.0224,8.43e-09,NA,-0.00627,NA
"4065-30k","4c","Birth-death constant extinction fraction (coalescent approx)",4159.03590322409,-8312.06078210275,220.95294959977,0,NA,NA,0.0117,NA,0.0218,NA,0.435
"4065-30k","4d","Birth-death varying speciation and extinction (coalescent approx)",4270.51605702773,-8533.01373170252,0,1,NA,NA,0.014,0.014,0.0216,0.00937,NA
"4065-30k","5","Pure birth constant speciation (coalescent approx)",3872.89153423632,-7743.78123276819,789.232498934331,0,NA,NA,0.0224,NA,NA,NA,NA
"4065-30k","6","Pure birth varying speciation (coalescent approx)",4145.60186921138,-8287.19822878088,245.815502921643,0,NA,NA,0.0111,NA,0.017,NA,NA
"5525","1","Equilibrium constant rate",9590.70552936023,-19179.409561154,196.734057319354,0,0.27,NA,NA,NA,NA,NA,NA
"5525","2","Equilibrium variable rate",9621.41203114802,-19238.819567914,137.324050559342,0,0.244,0.00856,NA,NA,NA,NA,NA
"5525","3","Birth-death constant rates (coalescent approx)",9621.41220680151,-19238.819919221,137.323699252371,0,NA,NA,0.244,0.236,NA,NA,NA
"5525","4a","Birth-death varying speciation constant extinction (coalescent approx)",9125.32013825863,-18244.6312843854,1131.51233408798,0,NA,NA,0.132,2.78e-07,-0.0377,NA,NA
"5525","4b","Birth-death constant speciation varying extinction (coalescent approx)",9691.07630530262,-19376.1436184734,0,1,NA,NA,0.245,0.245,NA,-0.00164,NA
"5525","4c","Birth-death constant extinction fraction (coalescent approx)",9626.76308054627,-19247.5171689607,128.626449512707,0,NA,NA,0.241,NA,0.00509,NA,0.983
"5525","4d","Birth-death varying speciation and extinction (coalescent approx)",9523.21694741897,-19038.4189023342,337.724716139175,0,NA,NA,0.16,0.16,0.0101,0.0088,NA
"5525","5","Pure birth constant speciation (coalescent approx)",7956.12167060598,-15910.2418436455,3465.90177482785,0,NA,NA,0.0489,NA,NA,NA,NA
"5525","6","Pure birth varying speciation (coalescent approx)",9125.32177171185,-18246.6390490417,1129.50456943169,0,NA,NA,0.133,NA,-0.0378,NA,NA
"5525-30k","1","Equilibrium constant rate",7016.54484583884,-14031.0881991404,1069.99795322413,0,0.102,NA,NA,NA,NA,NA,NA
"5525-30k","2","Equilibrium variable rate",7352.27670445006,-14700.5489296168,400.537222747693,0,0.0623,0.0266,NA,NA,NA,NA,NA
"5525-30k","3","Birth-death constant rates (coalescent approx)",7352.27765257538,-14700.5508258674,400.535326497062,0,NA,NA,0.0623,0.0357,NA,NA,NA
"5525-30k","4a","Birth-death varying speciation constant extinction (coalescent approx)",7553.54755713819,-15101.0861523645,0,0.98,NA,NA,0.0694,0.0694,0.00807,NA,NA
"5525-30k","4b","Birth-death constant speciation varying extinction (coalescent approx)",7523.48619812211,-15040.9634343323,60.1227180321621,0,NA,NA,0.0759,0.0759,NA,-0.015,NA
"5525-30k","4c","Birth-death constant extinction fraction (coalescent approx)",7425.04598549902,-14844.0830090862,257.003143278336,0,NA,NA,0.0596,NA,0.0166,NA,0.866
"5525-30k","4d","Birth-death varying speciation and extinction (coalescent approx)",7550.57478002831,-15093.1346179573,7.95153440724971,0.02,NA,NA,0.066,0.066,0.0133,0.00818,NA
"5525-30k","5","Pure birth constant speciation (coalescent approx)",7232.8342597256,-14463.6670269139,637.419125450609,0,NA,NA,0.0395,NA,NA,NA,NA
"5525-30k","6","Pure birth varying speciation (coalescent approx)",7251.79494035844,-14499.5854014336,601.500750930933,0,NA,NA,0.0451,NA,-0.00456,NA,NA
"3865","1","Equilibrium constant rate",925.348686226809,-1848.69233467024,290.182141981243,0,0.0794,NA,NA,NA,NA,NA,NA
"3865","2","Equilibrium variable rate",1014.552639446,-2025.09014648342,113.784330168062,0,0.0494,0.0201,NA,NA,NA,NA,NA
"3865","3","Birth-death constant rates (coalescent approx)",1014.55271656445,-2025.09030072032,113.784175931161,0,NA,NA,0.0494,0.0293,NA,NA,NA
"3865","4a","Birth-death varying speciation constant extinction (coalescent approx)",1072.45238984089,-2138.87447665149,0,1,NA,NA,0.0526,0.0526,0.00692,NA,NA
"3865","4b","Birth-death constant speciation varying extinction (coalescent approx)",1063.28044029612,-2120.53057756194,18.343899089542,0,NA,NA,0.0573,0.0573,NA,-0.0135,NA
"3865","4c","Birth-death constant extinction fraction (coalescent approx)",1032.32340923417,-2058.61651543803,80.2579612134587,0,NA,NA,0.0469,NA,0.0124,NA,0.86
"3865","4d","Birth-death varying speciation and extinction (coalescent approx)",1062.39337184946,-2116.7361747988,22.1383018526858,0,NA,NA,0.0516,0.0516,0.00105,-0.014,NA
"3865","5","Pure birth constant speciation (coalescent approx)",978.088357457244,-1954.17167713111,184.702799520374,0,NA,NA,0.0309,NA,NA,NA,NA
"3865","6","Pure birth varying speciation (coalescent approx)",984.746143710489,-1965.4771550124,173.397321639082,0,NA,NA,0.036,NA,-0.00432,NA,NA
"3465","1","Equilibrium constant rate",37679.1112672415,-75356.2221235523,6188.1906834633,0,0.0825,NA,NA,NA,NA,NA,NA
"3465","2","Equilibrium variable rate",40774.2020533222,-81544.4028737254,0.00993329026096035,0.21,0.0507,0.0492,NA,NA,NA,NA,NA
"3465","3","Birth-death constant rates (coalescent approx)",40774.2070199673,-81544.4128070156,0,0.21,NA,NA,0.0508,0.00166,NA,NA,NA
"3465","4a","Birth-death varying speciation constant extinction (coalescent approx)",40774.2122836857,-81542.4221012802,1.99070573538484,0.08,NA,NA,0.0508,0.0019,4.77e-05,NA,NA
"3465","4b","Birth-death constant speciation varying extinction (coalescent approx)",40774.2145273446,-81542.426588598,1.98621841764543,0.08,NA,NA,0.0509,0.00195,NA,-0.00259,NA
"3465","4c","Birth-death constant extinction fraction (coalescent approx)",40774.0950748853,-81542.1876836793,2.22512333633495,0.07,NA,NA,0.0505,NA,-0.000169,NA,0.0151
"3465","4d","Birth-death varying speciation and extinction (coalescent approx)",40774.2934412861,-81540.5827719977,3.83003501794883,0.03,NA,NA,0.051,0.00216,-0.000214,-0.0155,NA
"3465","5","Pure birth constant speciation (coalescent approx)",40773.0966571235,-81544.1929033163,0.219903699296992,0.18,NA,NA,0.0498,NA,NA,NA,NA
"3465","6","Pure birth varying speciation (coalescent approx)",40773.8862727221,-81543.7713125252,0.641494490409968,0.15,NA,NA,0.0502,NA,-0.000314,NA,NA
"4067","1","Equilibrium constant rate",4823.23885847958,-9644.47589297376,627.614947596658,0,0.08181,NA,NA,NA,NA,NA,NA
"4067","2","Equilibrium variable rate",4997.33756272292,-9990.66965099329,281.42118957712,0,0.0554671835409519,0.0159444553498081,NA,NA,NA,NA,NA
"4067","3","Birth-death constant rates (coalescent approx)",4997.33862386393,-9990.67177327531,281.419067295104,0,NA,NA,0.0553834882845396,0.0394196765439104,NA,NA,NA
"4067","4a","Birth-death varying speciation constant extinction (coalescent approx)",5139.05089723637,-10272.0908405704,0,1,NA,NA,0.0572982957584064,0.0572982947084916,0.00535416124750344,NA,NA
"4067","4b","Birth-death constant speciation varying extinction (coalescent approx)",5130.12940663329,-10254.2478593643,17.8429812061622,0,NA,NA,0.0622780767428896,0.062278074512285,NA,-0.00888535702369299,NA
"4067","4c","Birth-death constant extinction fraction (coalescent approx)",5031.22591180592,-10056.4408697095,215.649970860903,0,NA,NA,0.0527460491113792,NA,0.00971822589265659,NA,0.888406327935384
"4067","4d","Birth-death varying speciation and extinction (coalescent approx)",5109.21865198968,-10210.4190391392,61.6718014312264,0,NA,NA,0.048292613162365,0.0482926127298773,0.0125786746753142,0.00965362157757176,NA
"4067","5","Pure birth constant speciation (coalescent approx)",4815.8316657855,-9629.6615075856,642.429332984819,0,NA,NA,0.02955859375,NA,NA,NA,NA
"4067","6","Pure birth varying speciation (coalescent approx)",4873.64664606275,-9743.28781767295,528.80302289746,0,NA,NA,0.0387853730499483,NA,-0.00740156999862302,NA,NA
"4067-30000","1","Equilibrium constant rate",3065.03580170554,-6128.0697325037,2108.1977637042,0,0.03905,NA,NA,NA,NA,NA,NA
"4067-30000","2","Equilibrium variable rate",3853.87165091938,-7703.73768649013,532.529809717767,0,0.0117303851188761,0.0355600400792933,NA,NA,NA,NA,NA
"4067-30000","3","Birth-death constant rates (coalescent approx)",3725.20205275072,-7446.39849015281,789.869006055085,0,NA,NA,0.0221153322579743,4.125855508059e-10,NA,NA,NA
"4067-30000","4a","Birth-death varying speciation constant extinction (coalescent approx)",4121.13936608148,-8236.2674962079,0,1,NA,NA,0.0167323881988088,0.0167323881124926,0.0166487680909501,NA,NA
"4067-30000","4b","Birth-death constant speciation varying extinction (coalescent approx)",3725.2020184387,-7444.39280092235,791.874695285547,0,NA,NA,0.0221168452014032,7.17159401569504e-09,NA,-0.0050454087192961,NA
"4067-30000","4c","Birth-death constant extinction fraction (coalescent approx)",4034.39907130605,-8062.78690665705,173.480589550846,0,NA,NA,0.0109943884365957,NA,0.0223513725632365,NA,0.400649228086449
"4067-30000","4d","Birth-death varying speciation and extinction (coalescent approx)",4097.33489988365,-8186.65106440431,49.6164318035926,0,NA,NA,0.012574118173502,0.0125741140941517,0.0177661184575746,-0.0207186089037353,NA
"4067-30000","5","Pure birth constant speciation (coalescent approx)",3725.20205536389,-7448.40223982039,787.865256387508,0,NA,NA,0.022115234375,NA,NA,NA,NA
"4067-30000","6","Pure birth varying speciation (coalescent approx)",4023.62583018007,-8043.24604501151,193.021451196389,0,NA,NA,0.0104717778412286,NA,0.018013330743379,NA,NA
"4068","1","Equilibrium constant rate",4975.30099127137,-9948.6001734066,549.846310336212,0,0.08521,NA,NA,NA,NA,NA,NA
"4068","2","Equilibrium variable rate",5121.05596551893,-10238.1065011736,260.339982569209,0,0.0602758726583963,0.0143074114620202,NA,NA,NA,NA,NA
"4068","3","Birth-death constant rates (coalescent approx)",5121.05617272668,-10238.1069155891,260.339568153704,0,NA,NA,0.0602794270679254,0.0459625974103161,NA,NA,NA
"4068","4a","Birth-death varying speciation constant extinction (coalescent approx)",5252.22867419372,-10498.4464837428,0,0.96,NA,NA,0.0614298634854175,0.0614298630028676,0.00470820034778887,NA,NA
"4068","4b","Birth-death constant speciation varying extinction (coalescent approx)",5248.98916321776,-10491.9674617909,6.47902195193819,0.04,NA,NA,0.0656985414133144,0.0656985411880285,NA,-0.00755339677265729,NA
"4068","4c","Birth-death constant extinction fraction (coalescent approx)",5148.77442018317,-10291.5379757217,206.908508021103,0,NA,NA,0.0576583470981078,NA,0.00866679585507471,NA,0.90431296158112
"4068","4d","Birth-death varying speciation and extinction (coalescent approx)",5198.8828904165,-10389.747664891,108.698818851848,0,NA,NA,0.062765350360692,0.0627653499687696,-0.00619209854274095,-0.0245089489759254,NA
"4068","5","Pure birth constant speciation (coalescent approx)",4881.51925869656,-9761.03670825697,737.409775485839,0,NA,NA,0.029490234375,NA,NA,NA,NA
"4068","6","Pure birth varying speciation (coalescent approx)",4973.62264208665,-9943.23985430905,555.206629433766,0,NA,NA,0.0413826751708985,NA,-0.00915455627441406,NA,NA
"4068-30000","1","Equilibrium constant rate",3062.69698667753,-6123.3921180675,2017.36615557441,0,0.03821,NA,NA,NA,NA,NA,NA
"4068-30000","2","Equilibrium variable rate",3794.8558475619,-7585.70612667832,555.052146963588,0,0.012262780529759,0.0325092043691367,NA,NA,NA,NA,NA
"4068-30000","3","Birth-death constant rates (coalescent approx)",3694.99423050838,-7385.98289257129,754.775381070619,0,NA,NA,0.0212889541864756,6.76087619914852e-09,NA,NA,NA
"4068-30000","4a","Birth-death varying speciation constant extinction (coalescent approx)",4069.28395523283,-8132.55676840438,8.20150523752091,0.02,NA,NA,0.0140432770653055,0.0140432724290128,0.017552185437123,NA,NA
"4068-30000","4b","Birth-death constant speciation varying extinction (coalescent approx)",3694.99427718898,-7383.97741231667,756.780861325235,0,NA,NA,0.0212870010195633,2.73299851291404e-09,NA,-0.00522130955597722,NA
"4068-30000","4c","Birth-death constant extinction fraction (coalescent approx)",3950.97061414099,-7895.93008622069,244.828187421214,0,NA,NA,0.010537229089715,NA,0.0165334482251483,NA,0.0137040572951286
"4068-30000","4d","Birth-death varying speciation and extinction (coalescent approx)",4074.38842618463,-8140.75827364191,0,0.98,NA,NA,0.013135933330898,0.0131359328551564,0.0193154889651564,0.00324419431841716,NA
"4068-30000","5","Pure birth constant speciation (coalescent approx)",3694.994292003,-7387.98672871842,752.771544923481,0,NA,NA,0.021287109375,NA,NA,NA,NA
"4068-30000","6","Pure birth varying speciation (coalescent approx)",3950.33701490875,-7896.66846137203,244.089812269876,0,NA,NA,0.0105297662575111,NA,0.0164003317065289,NA,NA
"4069","1","Equilibrium constant rate",4920.70791457002,-9839.41402082179,614.763527622226,0,0.08313,NA,NA,NA,NA,NA,NA
"4069","2","Equilibrium variable rate",5092.8746998981,-10181.7439723878,272.433576056228,0,0.0568723161467971,0.0157367071788061,NA,NA,NA,NA,NA
"4069","3","Birth-death constant rates (coalescent approx)",5092.87504275769,-10181.744658107,272.432890337044,0,NA,NA,0.0568632887638237,0.0411086500911534,NA,NA,NA
"4069","4a","Birth-death varying speciation constant extinction (coalescent approx)",5230.09420408626,-10454.177548444,0,1,NA,NA,0.0586515424510418,0.0586515420370242,0.00523388175652775,NA,NA
"4069","4b","Birth-death constant speciation varying extinction (coalescent approx)",5221.49367510005,-10436.9764904716,17.2010579724283,0,NA,NA,0.0633605307767337,0.0633605307070694,NA,-0.00860135785858382,NA
"4069","4c","Birth-death constant extinction fraction (coalescent approx)",5125.17921015881,-10244.3475605891,209.829987854901,0,NA,NA,0.0543504721210733,NA,0.00955546173032916,NA,0.893221441619868
"4069","4d","Birth-death varying speciation and extinction (coalescent approx)",5206.44445119472,-10404.8707946484,49.3067537956322,0,NA,NA,0.0485109684681738,0.04847854766416,0.00970171638390619,0.00569492026146711,NA
"4069","5","Pure birth constant speciation (coalescent approx)",4895.41268392143,-9788.8235595246,665.353988919414,0,NA,NA,0.029734375,NA,NA,NA,NA
"4069","6","Pure birth varying speciation (coalescent approx)",4964.99085533403,-9925.97628325965,528.201265184365,0,NA,NA,0.0399650927851326,NA,-0.00805171694245654,NA,NA
"4069-30000","1","Equilibrium constant rate",3316.12199932045,-6630.24217963226,2000.57216177724,0,0.04089,NA,NA,NA,NA,NA,NA
"4069-30000","2","Equilibrium variable rate",4049.70885309851,-8095.41224668838,535.402094721127,0,0.0136297507618377,0.0331228121742411,NA,NA,NA,NA,NA
"4069-30000","3","Birth-death constant rates (coalescent approx)",3962.23712461492,-7920.4687897212,710.345551688302,0,NA,NA,0.0225224238888957,5.86185197834968e-09,NA,NA,NA
"4069-30000","4a","Birth-death varying speciation constant extinction (coalescent approx)",4303.68925463896,-8601.36758529066,29.446756118843,0,NA,NA,0.0127384339332179,0.0127384301330162,0.0199659138722265,NA,NA
"4069-30000","4b","Birth-death constant speciation varying extinction (coalescent approx)",3962.23738516385,-7918.46384634044,712.350495069068,0,NA,NA,0.0225270872269725,3.4951889527971e-10,NA,-0.00517610457593803,NA
"4069-30000","4c","Birth-death constant extinction fraction (coalescent approx)",4212.20224691862,-8418.39356984998,212.420771559526,0,NA,NA,0.0127737297386185,NA,0.0207263716984934,NA,0.479127830799144
"4069-30000","4d","Birth-death varying speciation and extinction (coalescent approx)",4319.41627817288,-8630.8143414095,0,1,NA,NA,0.0141525527157339,0.014152552102084,0.023346435397437,0.0150787190803519,NA
"4069-30000","5","Pure birth constant speciation (coalescent approx)",3962.23727061944,-7922.47272223023,708.34161917927,0,NA,NA,0.02253125,NA,NA,NA,NA
"4069-30000","6","Pure birth varying speciation (coalescent approx)",4194.80541035479,-8385.60536120093,245.208980208576,0,NA,NA,0.0119525892794479,NA,0.0153115105501873,NA,NA
"4070","1","Equilibrium constant rate",4869.20290076548,-9736.40397086735,569.782620710306,0,0.08453,NA,NA,NA,NA,NA,NA
"4070","2","Equilibrium variable rate",5031.40436073609,-10058.8032269667,247.383364610972,0,0.0587638954562191,0.015205601384934,NA,NA,NA,NA,NA
"4070","3","Birth-death constant rates (coalescent approx)",5031.40494377811,-10058.8043930507,247.382198526937,0,NA,NA,0.0587087982344051,0.0434914929882158,NA,NA,NA
"4070","4a","Birth-death varying speciation constant extinction (coalescent approx)",5146.06871894833,-10286.1264438518,20.0601477258951,0,NA,NA,0.0543561408831298,0.0543561406757441,0.00599219994611314,NA,NA
"4070","4b","Birth-death constant speciation varying extinction (coalescent approx)",5150.37421322462,-10294.7374324043,11.4491591733131,0,NA,NA,0.0650018286387372,0.0650018280219835,NA,-0.00792318990189587,NA
"4070","4c","Birth-death constant extinction fraction (coalescent approx)",5060.059069066,-10114.1071440871,192.079447490549,0,NA,NA,0.0563912169016852,NA,0.00914771706831769,NA,0.899878805971012
"4070","4d","Birth-death varying speciation and extinction (coalescent approx)",5157.10246169167,-10306.1865915777,0,1,NA,NA,0.0612850564402131,0.061285055865852,0.00397172450660597,-0.00144689706662105,NA
"4070","5","Pure birth constant speciation (coalescent approx)",4813.59962455509,-9625.19741844656,680.989173131096,0,NA,NA,0.0297265625,NA,NA,NA,NA
"4070","6","Pure birth varying speciation (coalescent approx)",4900.63956253877,-9797.27363057204,508.912961005617,0,NA,NA,0.0413084338355111,NA,-0.00889541882756748,NA,NA
"4070-30000","1","Equilibrium constant rate",3167.34493498817,-6332.68804015017,2034.29843540954,0,0.03881,NA,NA,NA,NA,NA,NA
"4070-30000","2","Equilibrium variable rate",3898.84282049504,-7793.68014899924,573.306326560471,0,0.0124704421552072,0.0326222218346357,NA,NA,NA,NA,NA
"4070-30000","3","Birth-death constant rates (coalescent approx)",3801.56497784588,-7599.12446370092,767.862011858793,0,NA,NA,0.0214792337898098,1.30000108231958e-09,NA,NA,NA
"4070-30000","4a","Birth-death varying speciation constant extinction (coalescent approx)",4183.04653929095,-8360.08208957091,6.9043859888061,0.03,NA,NA,0.0142468632146746,0.0142468630039498,0.017866815486791,NA,NA
"4070-30000","4b","Birth-death constant speciation varying extinction (coalescent approx)",3801.56494076044,-7597.11889250988,769.867583049829,0,NA,NA,0.021478218350066,6.84161628550429e-09,NA,-0.00497030901135279,NA
"4070-30000","4c","Birth-death constant extinction fraction (coalescent approx)",4060.32729942663,-8114.64360984228,252.342865717435,0,NA,NA,0.0107337930807698,NA,0.016679733439964,NA,0.0351123278393024
"4070-30000","4d","Birth-death varying speciation and extinction (coalescent approx)",4187.50239948393,-8366.98647555971,0,0.97,NA,NA,0.0133019108190738,0.0133019107366071,0.0195871266996908,0.00391386210263729,NA
"4070-30000","5","Pure birth constant speciation (coalescent approx)",3801.56498410923,-7601.1281383923,765.858337167416,0,NA,NA,0.02148046875,NA,NA,NA,NA
"4070-30000","6","Pure birth varying speciation (coalescent approx)",4058.66431170995,-8113.32313142906,253.66334413065,0,NA,NA,0.0107005303602756,NA,0.0163498248041287,NA,NA
"4071","1","Equilibrium constant rate",4954.65152902753,-9907.3012530009,562.258954717599,0,0.08397,NA,NA,NA,NA,NA,NA
"4071","2","Equilibrium variable rate",5101.20505376519,-10198.4046899232,271.155517795349,0,0.0589600623335776,0.0143085175045225,NA,NA,NA,NA,NA
"4071","3","Birth-death constant rates (coalescent approx)",5101.20528916777,-10198.4051607283,271.155046990183,0,NA,NA,0.0589877864064752,0.0446783346492683,NA,NA,NA
"4071","4a","Birth-death varying speciation constant extinction (coalescent approx)",5237.78552391345,-10469.5602077185,0,0.97,NA,NA,0.0600540792789604,0.0600540697311773,0.00481256127381909,NA,NA
"4071","4b","Birth-death constant speciation varying extinction (coalescent approx)",5234.20232267858,-10462.3938052488,7.16640246974384,0.03,NA,NA,0.0635704017274195,0.0635704009779459,NA,-0.00813445978907097,NA
"4071","4c","Birth-death constant extinction fraction (coalescent approx)",5130.10991723803,-10254.2089943677,215.351213350848,0,NA,NA,0.0562507882986334,NA,0.00870231510552044,NA,0.901494630276411
"4071","4d","Birth-death varying speciation and extinction (coalescent approx)",5232.08763762074,-10456.1572002302,13.4030074883249,0,NA,NA,0.0632609884021658,0.0632609853969694,-0.000546206646539026,-0.00933280660696136,NA
"4071","5","Pure birth constant speciation (coalescent approx)",4871.48544067103,-9740.9690762879,728.591131430596,0,NA,NA,0.02920703125,NA,NA,NA,NA
"4071","6","Pure birth varying speciation (coalescent approx)",4954.00925931601,-9904.0131010248,565.547106693697,0,NA,NA,0.0403274246091987,NA,-0.00868140493219426,NA,NA
"4071-30000","1","Equilibrium constant rate",3024.46097737044,-6046.92008906924,1973.39611351563,0,0.03805,NA,NA,NA,NA,NA,NA
"4071-30000","2","Equilibrium variable rate",3745.72779910224,-7487.44999857779,532.866204007079,0,0.0122915275051883,0.0320502428351948,NA,NA,NA,NA,NA
"4071-30000","3","Birth-death constant rates (coalescent approx)",3649.9724928821,-7295.93938613751,724.376816447365,0,NA,NA,0.0211448182539563,8.78171857420721e-09,NA,NA,NA
"4071-30000","4a","Birth-death varying speciation constant extinction (coalescent approx)",4013.16370353333,-8020.31620258487,0,1,NA,NA,0.0138568611590566,0.0138568603557383,0.0176221474863723,NA,NA
"4071-30000","4b","Birth-death constant speciation varying extinction (coalescent approx)",3649.97286016381,-7293.93451584582,726.381686739052,0,NA,NA,0.0211402027829608,1.77015050127377e-08,NA,-0.00669546626142438,NA
"4071-30000","4c","Birth-death constant extinction fraction (coalescent approx)",3907.35883390154,-7808.70646332128,211.609739263589,0,NA,NA,0.0113059652846491,NA,0.020210487188474,NA,0.427154220229325
"4071-30000","4d","Birth-death varying speciation and extinction (coalescent approx)",3983.8424558448,-7959.66622883113,60.6499737537442,0,NA,NA,0.0172454896372518,0.0172454881549389,0.0129439043045361,-0.00761334333641502,NA
"4071-30000","5","Pure birth constant speciation (coalescent approx)",3649.97293633341,-7297.94400699518,722.372195589694,0,NA,NA,0.02113671875,NA,NA,NA,NA
"4071-30000","6","Pure birth varying speciation (coalescent approx)",3894.61441266118,-7785.22322569567,235.092976889197,0,NA,NA,0.0106541191204411,NA,0.0158285091477465,NA,NA
"4072","1","Equilibrium constant rate",4993.43680524736,-9984.87180625477,552.107470924499,0,0.08533,NA,NA,NA,NA,NA,NA
"4072","2","Equilibrium variable rate",5143.28808480551,-10282.5707544486,254.40852273069,0,0.0601465627695677,0.0144288936264779,NA,NA,NA,NA,NA
"4072","3","Birth-death constant rates (coalescent approx)",5143.28853612828,-10282.5716570941,254.40762008516,0,NA,NA,0.0601455389664189,0.0457025790607259,NA,NA,NA
"4072","4a","Birth-death varying speciation constant extinction (coalescent approx)",5271.49505619686,-10536.9792771793,0,0.98,NA,NA,0.0616961901280994,0.0616961879131043,0.00467610128034444,NA,NA
"4072","4b","Birth-death constant speciation varying extinction (coalescent approx)",5267.60690229172,-10529.202969369,7.77630781027256,0.02,NA,NA,0.0657901780328762,0.0657901761139927,NA,-0.00749916728479166,NA
"4072","4c","Birth-death constant extinction fraction (coalescent approx)",5170.82679588165,-10335.6427565489,201.33652063041,0,NA,NA,0.0576930181359909,NA,0.00870610386482364,NA,0.904587925989384
"4072","4d","Birth-death varying speciation and extinction (coalescent approx)",5224.96224483743,-10441.9064228275,95.0728543517343,0,NA,NA,0.0628566418054521,0.0628566408151524,-0.00520547961530493,-0.0226120403601181,NA
"4072","5","Pure birth constant speciation (coalescent approx)",4903.0210046177,-9804.04020499544,732.939072183824,0,NA,NA,0.0295078125,NA,NA,NA,NA
"4072","6","Pure birth varying speciation (coalescent approx)",4999.08300969105,-9994.16060421964,542.818672959624,0,NA,NA,0.0416156290071086,NA,-0.00925374460034073,NA,NA
"4072-30000","1","Equilibrium constant rate",3178.57051027041,-6355.13918903898,1991.50148357925,0,0.03905,NA,NA,NA,NA,NA,NA
"4072-30000","2","Equilibrium variable rate",3888.96978552928,-7773.93407403611,572.70659858212,0,0.0128560144198533,0.0320331470322765,NA,NA,NA,NA,NA
"4072-30000","3","Birth-death constant rates (coalescent approx)",3801.06306071855,-7598.12062441465,748.520048203587,0,NA,NA,0.0215044138298613,4.68463027799301e-08,NA,NA,NA
"4072-30000","4a","Birth-death varying speciation constant extinction (coalescent approx)",4170.68076791922,-8335.35053675504,11.2901358631934,0,NA,NA,0.0142420316734025,0.0142420281243874,0.017784576835436,NA,NA
"4072-30000","4b","Birth-death constant speciation varying extinction (coalescent approx)",3801.06342501828,-7596.11585095315,750.524821665081,0,NA,NA,0.0215065393415674,4.97601684289085e-09,NA,-0.00489511019446426,NA
"4072-30000","4c","Birth-death constant extinction fraction (coalescent approx)",4044.79057644835,-8083.57015381329,263.070518804945,0,NA,NA,0.0109275324475921,NA,0.0162960283246691,NA,0.0340429044836865
"4072-30000","4d","Birth-death varying speciation and extinction (coalescent approx)",4177.32950641457,-8346.64067261823,0,1,NA,NA,0.0136961541729723,0.0136959494825723,0.0203136296669867,0.00768124694118565,NA
"4072-30000","5","Pure birth constant speciation (coalescent approx)",3801.06345834861,-7600.12508519538,746.51558742285,0,NA,NA,0.021505859375,NA,NA,NA,NA
"4072-30000","6","Pure birth varying speciation (coalescent approx)",4043.11234548373,-8082.21919394501,264.421478673218,0,NA,NA,0.010893459380827,NA,0.0159773663614017,NA,NA
"4073","1","Equilibrium constant rate",4861.56324747083,-9721.12466427804,625.673729801703,0,0.08421,NA,NA,NA,NA,NA,NA
"4073","2","Equilibrium variable rate",5042.74380347459,-10081.4821124437,265.316281636053,0,0.0570019427120453,0.0164947174840526,NA,NA,NA,NA,NA
"4073","3","Birth-death constant rates (coalescent approx)",5042.74386576184,-10081.4822370182,265.316157061559,0,NA,NA,0.0570144947809442,0.0405175420239144,NA,NA,NA
"4073","4a","Birth-death varying speciation constant extinction (coalescent approx)",5176.40469406232,-10346.7983940797,0,1,NA,NA,0.0595452952394716,0.0595452937256533,0.00531686487717593,NA,NA
"4073","4b","Birth-death constant speciation varying extinction (coalescent approx)",5167.37406885351,-10328.7371436621,18.0612504176061,0,NA,NA,0.0641750172254541,0.0641749958016364,NA,-0.00882897144061982,NA
"4073","4c","Birth-death constant extinction fraction (coalescent approx)",5075.99833743211,-10145.9856808193,200.812713260415,0,NA,NA,0.0546464122026361,NA,0.00996870928960798,NA,0.891486901179076
"4073","4d","Birth-death varying speciation and extinction (coalescent approx)",5170.94780486159,-10333.8772779175,12.9211161622425,0,NA,NA,0.0547226052032444,0.0546474064764276,0.00565318662470173,-0.000253713245608329,NA
"4073","5","Pure birth constant speciation (coalescent approx)",4855.62330733509,-9709.24478400657,637.553610073168,0,NA,NA,0.030296875,NA,NA,NA,NA
"4073","6","Pure birth varying speciation (coalescent approx)",4921.90926733961,-9839.81304017373,506.985353906017,0,NA,NA,0.0403039586776868,NA,-0.00783902696496807,NA,NA
"4073-30000","1","Equilibrium constant rate",3246.50778853408,-6491.01374304706,2028.42742808136,0,0.04043,NA,NA,NA,NA,NA,NA
"4073-30000","2","Equilibrium variable rate",3981.01308738559,-7958.02067018402,561.4205009444,0,0.0131974993374285,0.0334561279734422,NA,NA,NA,NA,NA
